"Story","Title","Result","Date","Stability","Duration (s)"
"Age verification attestation (proximity)","User shares age verification through QR code scan","SUCCESS","2024-10-08T15:16:05.779651+03:00[Europe/Athens]","0.0","6.73"
"Age verification attestation (proximity)","Verifier scans the QR code for age verification","SUCCESS","2024-10-08T15:16:12.524321+03:00[Europe/Athens]","0.0","6.59"
"Age verification attestation (proximity)","User proceeds with the verifier's request","SUCCESS","2024-10-08T15:16:19.132229+03:00[Europe/Athens]","0.0","6.58"
"Age verification attestation (proximity)","User enters the PIN and shares information","SUCCESS","2024-10-08T15:16:25.726809+03:00[Europe/Athens]","0.0","6.63"
"Age verification attestation cross device","Display QR code on Relying Party service","SUCCESS","2024-10-08T15:16:32.370694+03:00[Europe/Athens]","0.0","6.72"
"Age verification attestation cross device","User scans the QR code","SUCCESS","2024-10-08T15:16:39.104889+03:00[Europe/Athens]","0.0","6.67"
"Age verification attestation cross device","Inform user about age verification request","SUCCESS","2024-10-08T15:16:45.789613+03:00[Europe/Athens]","0.0","6.72"
"Age verification attestation cross device","User attempts to share age verification attestation","SUCCESS","2024-10-08T15:16:52.519232+03:00[Europe/Athens]","0.0","6.57"
"Age verification attestation cross device","User enters incorrect PIN","SUCCESS","2024-10-08T15:16:59.099246+03:00[Europe/Athens]","0.0","6.91"
"Age verification attestation cross device","User re-enters correct PIN","SUCCESS","2024-10-08T15:17:06.020569+03:00[Europe/Athens]","0.0","6.61"
"Age verification attestation same device","Age Verification via EUDI Wallet","SUCCESS","2024-10-08T15:17:12.640677+03:00[Europe/Athens]","0.0","6.69"
"Age verification attestation same device","Redirect to EUDI Wallet for successful authentication","SUCCESS","2024-10-08T15:17:19.341683+03:00[Europe/Athens]","0.0","6.59"
"Age verification attestation same device","Inform user about Age Verification Attestation request","SUCCESS","2024-10-08T15:17:25.93996+03:00[Europe/Athens]","0.0","6.77"
"Age verification attestation same device","User authorization for attestation release","SUCCESS","2024-10-08T15:17:32.727903+03:00[Europe/Athens]","0.0","6.52"
"Age verification attestation same device","User enters incorrect PIN","SUCCESS","2024-10-08T15:17:39.262116+03:00[Europe/Athens]","0.0","6.81"
"Age verification attestation same device","User re-enters correct PIN","SUCCESS","2024-10-08T15:17:46.086536+03:00[Europe/Athens]","0.0","6.74"
"Age verification attestation same device","Relying Party receives age verification attestation","SUCCESS","2024-10-08T15:17:52.83693+03:00[Europe/Athens]","0.0","6.58"
"Delete age verification attestation","User enters PIN and selects an age verification document","SUCCESS","2024-10-08T15:17:59.428913+03:00[Europe/Athens]","0.0","6.54"
"Delete age verification attestation","User initiates document deletion","SUCCESS","2024-10-08T15:18:05.977515+03:00[Europe/Athens]","0.0","6.7"
"Delete age verification attestation","User cancels the document deletion","SUCCESS","2024-10-08T15:18:12.68697+03:00[Europe/Athens]","0.0","6.57"
"Delete age verification attestation","User re-initiates document deletion","SUCCESS","2024-10-08T15:18:19.267198+03:00[Europe/Athens]","0.0","6.88"
"Delete age verification attestation","User confirms the document deletion","SUCCESS","2024-10-08T15:18:26.15734+03:00[Europe/Athens]","0.0","6.66"
"View age verification attestation","User successfully logs in and sees the dashboard","SUCCESS","2024-10-08T15:18:32.832635+03:00[Europe/Athens]","0.0","6.6"
"View age verification attestation","User opens an Age Verification attestation from the dashboard","SUCCESS","2024-10-08T15:18:39.448445+03:00[Europe/Athens]","0.0","6.62"
"View age verification attestation","User closes the Age Verification attestation and returns to the dashboard","SUCCESS","2024-10-08T15:18:46.076982+03:00[Europe/Athens]","0.0","6.54"
"Credential Issuance Cancellation","User initiates credential issuance","SUCCESS","2024-10-08T15:18:52.62735+03:00[Europe/Athens]","0.0","6.69"
"Credential Issuance Cancellation","User cancels the issuance process","SUCCESS","2024-10-08T15:18:59.327897+03:00[Europe/Athens]","0.0","6.32"
"Credential Issuance Cancellation","User confirms cancellation","SUCCESS","2024-10-08T15:19:05.660253+03:00[Europe/Athens]","0.0","6.36"
"Deferred Issuing","User issues a credential to the wallet app","SUCCESS","2024-10-08T15:19:12.030821+03:00[Europe/Athens]","0.0","6.56"
"Deferred Issuing","User proceeds with credential issuance","SUCCESS","2024-10-08T15:19:18.602074+03:00[Europe/Athens]","0.0","6.33"
"Deferred Issuing","User authenticates and consents to issuance","SUCCESS","2024-10-08T15:19:24.944856+03:00[Europe/Athens]","0.0","6.5"
"Deferred Issuing","User acknowledges issuance progress","SUCCESS","2024-10-08T15:19:31.457773+03:00[Europe/Athens]","0.0","6.36"
"Deferred Issuing","Wallet app polls issuer and receives credential","SUCCESS","2024-10-08T15:19:37.831038+03:00[Europe/Athens]","0.0","6.52"
"Deferred Issuing","User views and adds issued document","SUCCESS","2024-10-08T15:19:44.361247+03:00[Europe/Athens]","0.0","6.62"
"Pre-authorization code cross device","User visits the Issuer service","SUCCESS","2024-10-08T15:19:50.992304+03:00[Europe/Athens]","0.0","6.44"
"Pre-authorization code cross device","User is presented with a QR for the issuance process","SUCCESS","2024-10-08T15:19:57.442079+03:00[Europe/Athens]","0.0","6.49"
"Pre-authorization code cross device","Wallet app is initiated","SUCCESS","2024-10-08T15:20:03.941047+03:00[Europe/Athens]","0.0","6.42"
"Pre-authorization code cross device","Initiating QR Scan from Add Document Screen","SUCCESS","2024-10-08T15:20:10.371828+03:00[Europe/Athens]","0.0","6.49"
"Pre-authorization code cross device","QR code verification","SUCCESS","2024-10-08T15:20:16.869719+03:00[Europe/Athens]","0.0","6.56"
"Pre-authorization code cross device","Issuing the new document via QR code","SUCCESS","2024-10-08T15:20:23.44077+03:00[Europe/Athens]","0.0","6.38"
"Pre-authorization code cross device","Document display","SUCCESS","2024-10-08T15:20:29.83047+03:00[Europe/Athens]","0.0","6.54"
"Pre-authorization code same device","User selects to issue a credential","SUCCESS","2024-10-08T15:20:36.383929+03:00[Europe/Athens]","0.0","6.35"
"Pre-authorization code same device","User proceeds with the doc issuance","SUCCESS","2024-10-08T15:20:42.748413+03:00[Europe/Athens]","0.0","6.57"
"Pre-authorization code same device","Handling issuer request on wallet app","SUCCESS","2024-10-08T15:20:49.333185+03:00[Europe/Athens]","0.0","6.67"
"Pre-authorization code same device","Transaction code entry","SUCCESS","2024-10-08T15:20:56.012566+03:00[Europe/Athens]","0.0","6.68"
"Pre-authorization code same device","Document display","SUCCESS","2024-10-08T15:21:02.704415+03:00[Europe/Athens]","0.0","6.62"
"Credential issuance process for cross device","Opening the EUDI Wallet and viewing the dashboard","SUCCESS","2024-10-08T15:21:09.334448+03:00[Europe/Athens]","0.0","6.37"
"Credential issuance process for cross device","Navigating to the 'Add document' page","SUCCESS","2024-10-08T15:21:15.711374+03:00[Europe/Athens]","0.0","6.4"
"Credential issuance process for cross device","Initiating the QR code scanning for document addition","SUCCESS","2024-10-08T15:21:22.12159+03:00[Europe/Athens]","0.0","6.8"
"Credential issuance process for cross device","Scanning the QR code and viewing credential details","SUCCESS","2024-10-08T15:21:28.937152+03:00[Europe/Athens]","0.0","6.29"
"Credential issuance process for cross device","Issuing the new document via QR code","SUCCESS","2024-10-08T15:21:35.244364+03:00[Europe/Athens]","0.0","6.69"
"Credential issuance process for cross device","Completing the issuance process and viewing the success message","SUCCESS","2024-10-08T15:21:41.943668+03:00[Europe/Athens]","0.0","6.48"
"Credential issuance process for cross device","Viewing the newly added document on the dashboard","SUCCESS","2024-10-08T15:21:48.439004+03:00[Europe/Athens]","0.0","6.61"
"Dynamic issuance process","User Initiates Credential Issuance","SUCCESS","2024-10-08T15:27:22.017687+03:00[Europe/Athens]","0.0","6.56"
"Dynamic issuance process","Wallet Initiation and Credential Details Presentation","SUCCESS","2024-10-08T15:27:28.586155+03:00[Europe/Athens]","0.0","6.37"
"Dynamic issuance process","User Proceeds with Credential Issuance","SUCCESS","2024-10-08T15:27:34.968664+03:00[Europe/Athens]","0.0","6.6"
"Dynamic issuance process","Presentation Request for PID","SUCCESS","2024-10-08T15:27:41.578417+03:00[Europe/Athens]","0.0","6.33"
"Dynamic issuance process","User Consents to Share PID","SUCCESS","2024-10-08T15:27:47.920992+03:00[Europe/Athens]","0.0","6.41"
"Dynamic issuance process","Successful PID Presentation","SUCCESS","2024-10-08T15:27:54.348894+03:00[Europe/Athens]","0.0","6.41"
"Dynamic issuance process","Successful Credential Issuance","SUCCESS","2024-10-08T15:28:00.77585+03:00[Europe/Athens]","0.0","6.46"
