"Story","Title","Result","Date","Stability","Duration (s)"
"Issue photo ID attestation (cross device)","Scanning the QR code and viewing credential details","SUCCESS","2024-10-08T15:12:24.976986+03:00[Europe/Athens]","0.0","6.62"
"Issue photo ID attestation (cross device)","Issuing the new document via QR code","SUCCESS","2024-10-08T15:12:31.607169+03:00[Europe/Athens]","0.0","6.65"
"Issue photo ID attestation (cross device)","Completing the issuance process and viewing the success message","SUCCESS","2024-10-08T15:12:38.270782+03:00[Europe/Athens]","0.0","6.55"
"Issue photo ID attestation (cross device)","Viewing the newly added document on the dashboard","SUCCESS","2024-10-08T15:12:44.832821+03:00[Europe/Athens]","0.0","6.83"
"Issue photo ID attestation (same device)","User selects to issue a photo ID","SUCCESS","2024-10-08T15:12:51.677429+03:00[Europe/Athens]","0.0","6.64"
"Issue photo ID attestation (same device)","User proceeds with the credential issuance","SUCCESS","2024-10-08T15:12:58.327561+03:00[Europe/Athens]","0.0","6.65"
"Issue photo ID attestation (same device)","User authenticates and consents to the issuance","SUCCESS","2024-10-08T15:13:04.993718+03:00[Europe/Athens]","0.0","6.61"
"Issue photo ID attestation (same device)","User views the issued identity in the EUDI Wallet","SUCCESS","2024-10-08T15:13:11.615018+03:00[Europe/Athens]","0.0","6.72"
"Issuing reservation confirmation to EUDI Wallet","User selects to issue a reservation confirmation attestation","SUCCESS","2024-10-08T15:13:18.347328+03:00[Europe/Athens]","0.0","6.76"
"Issuing reservation confirmation to EUDI Wallet","Successful authentication in EUDI Wallet","SUCCESS","2024-10-08T15:13:25.120825+03:00[Europe/Athens]","0.0","6.6"
"Issuing reservation confirmation to EUDI Wallet","Display options modal","SUCCESS","2024-10-08T15:13:31.735129+03:00[Europe/Athens]","0.0","6.66"
"Issuing reservation confirmation to EUDI Wallet","Open camera for QR code scanning","SUCCESS","2024-10-08T15:13:38.410858+03:00[Europe/Athens]","0.0","6.75"
"Issuing reservation confirmation to EUDI Wallet","Inform user of attestation offer after QR code scan","SUCCESS","2024-10-08T15:13:45.178468+03:00[Europe/Athens]","0.0","6.63"
"Issuing reservation confirmation to EUDI Wallet","Issuer sends credential to Wallet","SUCCESS","2024-10-08T15:13:51.817142+03:00[Europe/Athens]","0.0","6.85"
"Issuing reservation confirmation to EUDI Wallet","Confirming Credential Addition","SUCCESS","2024-10-08T15:13:58.678731+03:00[Europe/Athens]","0.0","6.66"
"EUDI Wallet Booking Reservation Presentation","Successful Authentication","SUCCESS","2024-10-08T15:14:05.353243+03:00[Europe/Athens]","0.0","6.77"
"EUDI Wallet Booking Reservation Presentation","Display QR code","SUCCESS","2024-10-08T15:14:12.133021+03:00[Europe/Athens]","0.0","6.54"
"EUDI Wallet Booking Reservation Presentation","Inform user of attestation request after QR code scan","SUCCESS","2024-10-08T15:14:18.688285+03:00[Europe/Athens]","0.0","6.7"
"EUDI Wallet Booking Reservation Presentation","Display PIN after credential consent","SUCCESS","2024-10-08T15:14:25.408259+03:00[Europe/Athens]","0.0","6.64"
"EUDI Wallet Booking Reservation Presentation","Display success message and attestation to Relying Party","SUCCESS","2024-10-08T15:14:32.065177+03:00[Europe/Athens]","0.0","6.66"
"Sign car rental contract using EUDI Wallet","Successful authentication and presentation of attestation","SUCCESS","2024-10-08T15:14:38.736651+03:00[Europe/Athens]","0.0","6.63"
"Sign car rental contract using EUDI Wallet","User authenticates and scans QR code","SUCCESS","2024-10-08T15:14:45.376982+03:00[Europe/Athens]","0.0","6.67"
"Sign car rental contract using EUDI Wallet","User scans the QR code","SUCCESS","2024-10-08T15:14:52.054957+03:00[Europe/Athens]","0.0","6.6"
"Sign car rental contract using EUDI Wallet","Successful attestation release","SUCCESS","2024-10-08T15:14:58.664023+03:00[Europe/Athens]","0.0","6.8"
"Sign car rental contract using EUDI Wallet","User Consents to Share the desired document","SUCCESS","2024-10-08T15:15:05.478885+03:00[Europe/Athens]","0.0","6.57"
"Sign car rental contract using EUDI Wallet","Successful PID Presentation","SUCCESS","2024-10-08T15:15:12.065036+03:00[Europe/Athens]","0.0","6.86"
"Sign car rental contract using EUDI Wallet","QTSP service verifies attestation","SUCCESS","2024-10-08T15:15:18.937308+03:00[Europe/Athens]","0.0","6.53"
"Sign car rental contract using EUDI Wallet","Document signing process","SUCCESS","2024-10-08T15:15:25.484151+03:00[Europe/Athens]","0.0","6.66"
"Issue age verification attestation","Log in successfully","SUCCESS","2024-10-08T15:15:32.159765+03:00[Europe/Athens]","0.0","6.85"
"Issue age verification attestation","Add document via Age Verification","SUCCESS","2024-10-08T15:15:39.027965+03:00[Europe/Athens]","0.0","6.67"
"Issue age verification attestation","Select authentication method and enter data","SUCCESS","2024-10-08T15:15:45.714614+03:00[Europe/Athens]","0.0","6.64"
"Issue age verification attestation","Register personal data and view age verification","SUCCESS","2024-10-08T15:15:52.370791+03:00[Europe/Athens]","0.0","6.79"
"Age verification attestation (proximity)","User successfully logs in and sees the dashboard","SUCCESS","2024-10-08T15:15:59.184146+03:00[Europe/Athens]","0.0","6.58"
"Age verification attestation (proximity)","User shares age verification through QR code scan","SUCCESS","2024-10-08T15:16:05.779651+03:00[Europe/Athens]","0.0","6.73"
"Age verification attestation (proximity)","Verifier scans the QR code for age verification","SUCCESS","2024-10-08T15:16:12.524321+03:00[Europe/Athens]","0.0","6.59"
"Age verification attestation (proximity)","User proceeds with the verifier's request","SUCCESS","2024-10-08T15:16:19.132229+03:00[Europe/Athens]","0.0","6.58"
"Age verification attestation (proximity)","User enters the PIN and shares information","SUCCESS","2024-10-08T15:16:25.726809+03:00[Europe/Athens]","0.0","6.63"
"Age verification attestation cross device","Display QR code on Relying Party service","SUCCESS","2024-10-08T15:16:32.370694+03:00[Europe/Athens]","0.0","6.72"
"Age verification attestation cross device","User scans the QR code","SUCCESS","2024-10-08T15:16:39.104889+03:00[Europe/Athens]","0.0","6.67"
"Age verification attestation cross device","Inform user about age verification request","SUCCESS","2024-10-08T15:16:45.789613+03:00[Europe/Athens]","0.0","6.72"
"Age verification attestation cross device","User attempts to share age verification attestation","SUCCESS","2024-10-08T15:16:52.519232+03:00[Europe/Athens]","0.0","6.57"
"Age verification attestation cross device","User enters incorrect PIN","SUCCESS","2024-10-08T15:16:59.099246+03:00[Europe/Athens]","0.0","6.91"
"Age verification attestation cross device","User re-enters correct PIN","SUCCESS","2024-10-08T15:17:06.020569+03:00[Europe/Athens]","0.0","6.61"
"Age verification attestation same device","Age Verification via EUDI Wallet","SUCCESS","2024-10-08T15:17:12.640677+03:00[Europe/Athens]","0.0","6.69"
"Age verification attestation same device","Redirect to EUDI Wallet for successful authentication","SUCCESS","2024-10-08T15:17:19.341683+03:00[Europe/Athens]","0.0","6.59"
"Age verification attestation same device","Inform user about Age Verification Attestation request","SUCCESS","2024-10-08T15:17:25.93996+03:00[Europe/Athens]","0.0","6.77"
"Age verification attestation same device","User authorization for attestation release","SUCCESS","2024-10-08T15:17:32.727903+03:00[Europe/Athens]","0.0","6.52"
"Age verification attestation same device","User enters incorrect PIN","SUCCESS","2024-10-08T15:17:39.262116+03:00[Europe/Athens]","0.0","6.81"
"Age verification attestation same device","User re-enters correct PIN","SUCCESS","2024-10-08T15:17:46.086536+03:00[Europe/Athens]","0.0","6.74"
"Age verification attestation same device","Relying Party receives age verification attestation","SUCCESS","2024-10-08T15:17:52.83693+03:00[Europe/Athens]","0.0","6.58"
"Delete age verification attestation","User enters PIN and selects an age verification document","SUCCESS","2024-10-08T15:17:59.428913+03:00[Europe/Athens]","0.0","6.54"
"Delete age verification attestation","User initiates document deletion","SUCCESS","2024-10-08T15:18:05.977515+03:00[Europe/Athens]","0.0","6.7"
"Delete age verification attestation","User cancels the document deletion","SUCCESS","2024-10-08T15:18:12.68697+03:00[Europe/Athens]","0.0","6.57"
"Delete age verification attestation","User re-initiates document deletion","SUCCESS","2024-10-08T15:18:19.267198+03:00[Europe/Athens]","0.0","6.88"
"Delete age verification attestation","User confirms the document deletion","SUCCESS","2024-10-08T15:18:26.15734+03:00[Europe/Athens]","0.0","6.66"
"View age verification attestation","User successfully logs in and sees the dashboard","SUCCESS","2024-10-08T15:18:32.832635+03:00[Europe/Athens]","0.0","6.6"
"View age verification attestation","User opens an Age Verification attestation from the dashboard","SUCCESS","2024-10-08T15:18:39.448445+03:00[Europe/Athens]","0.0","6.62"
"View age verification attestation","User closes the Age Verification attestation and returns to the dashboard","SUCCESS","2024-10-08T15:18:46.076982+03:00[Europe/Athens]","0.0","6.54"
"Credential Issuance Cancellation","User initiates credential issuance","SUCCESS","2024-10-08T15:18:52.62735+03:00[Europe/Athens]","0.0","6.69"
"Credential Issuance Cancellation","User cancels the issuance process","SUCCESS","2024-10-08T15:18:59.327897+03:00[Europe/Athens]","0.0","6.32"
"Credential Issuance Cancellation","User confirms cancellation","SUCCESS","2024-10-08T15:19:05.660253+03:00[Europe/Athens]","0.0","6.36"
"Deferred Issuing","User issues a credential to the wallet app","SUCCESS","2024-10-08T15:19:12.030821+03:00[Europe/Athens]","0.0","6.56"
"Deferred Issuing","User proceeds with credential issuance","SUCCESS","2024-10-08T15:19:18.602074+03:00[Europe/Athens]","0.0","6.33"
